ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P29274,Adenosine receptor A2a,ADORA2A,177892,M97370,P29274,AA2AR_HUMAN,1MMH; 1UPE; 2YDO; 2YDV; 3EML; 3PWH; 3QAK; 3REY; 3RFM; 3UZA; 3UZC; 3VG9; 3VGA; 4EIY; 4UG2; 4UHR,,ADORA2A,HGNC:263,Human,DB00201; DB00277; DB00640; DB00651; DB00806; DB01303; DB01412; DB06213
P25116,Proteinase-activated receptor 1,F2R,339677,M62424,P25116,PAR1_HUMAN,1NRN; 1NRO; 1NRP; 1NRQ; 1NRR; 3BEF; 3HKI; 3HKJ; 3LU9; 3VW7,,F2R,HGNC:3537,Human,DB09030
P07225,Vitamin K-dependent protein S,PROS1,190289,M15036,P07225,PROS_HUMAN,1Z6C,,PROS1,HGNC:9456,Human,DB00464
P01579,Interferon gamma,IFNG,32692,X13274,P01579,IFNG_HUMAN,1EKU; 1FG9; 1FYH; 1HIG; 3BES,,IFNG,HGNC:5438,Human,DB01250
P50406,5-hydroxytryptamine receptor 6,HTR6,1162924,L41147,P50406,5HT6R_HUMAN,"",,HTR6,HGNC:5301,Human,DB01488; DB06144
P01133,Pro-epidermal growth factor,EGF,31121,X04571,P01133,EGF_HUMAN,1IVO; 1JL9; 1NQL; 1P9J; 2KV4; 3NJP,,EGF,HGNC:3229,Human,DB00364
O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,3511138,AF061056,O75469,NR1I2_HUMAN,1ILG; 1ILH; 1M13; 1NRL; 1SKX; 2O9I; 2QNV; 3CTB; 3HVL; 3R8D; 4J5W; 4J5X; 4NY9; 4S0S; 4S0T; 4X1F; 4X1G; 4XAO; 4XHD; 5A86,,NR1I2,HGNC:7968,Human,DB00530
P49327,Fatty acid synthase,FASN,1049053,U26644,P49327,FAS_HUMAN,1XKT; 2CG5; 2JFD; 2JFK; 2PX6; 3HHD; 3TJM; 4PIV; 4W82; 4W9N,,FASN,HGNC:3594,Human,DB01034; DB01083
P52788,Spermine synthase,SMS,791051,Z49099,P52788,SPSY_HUMAN,3C6K; 3C6M,,SMS,HGNC:11123,Human,DB00127
P45452,Collagenase 3,MMP13,516386,X75308,P45452,MMP13_HUMAN,1EUB; 1FLS; 1FM1; 1PEX; 1UC1; 1XUC; 1XUD; 1XUR; 1YOU; 1ZTQ; 2D1N; 2E2D; 2OW9; 2OZR; 2PJT; 2YIG; 3ELM; 3I7G; 3I7I; 3KEC; 3KEJ; 3KEK; 3KRY; 3LJZ; 3O2X; 3TVC; 3WV1; 3WV2; 3WV3; 3ZXH; 456C; 4A7B; 4FU4; 4FVL; 4G0D; 4JP4; 4JPA; 4L19; 5BOT; 5BOY; 5BPA; 830C,,MMP13,HGNC:7159,Human,DB00786
P10646,Tissue factor pathway inhibitor,TFPI,180546,J03225,P10646,TFPI1_HUMAN,1ADZ; 1IRH; 1TFX; 4BQD; 4DTG,,TFPI,HGNC:11760,Human,DB06779
Q9Y5N1,Histamine H3 receptor,HRH3,5031291,AF140538,Q9Y5N1,HRH3_HUMAN,"",,HRH3,HGNC:5184,Human,DB05381; DB06698
P05120,Plasminogen activator inhibitor 2,SERPINB2,189545,J02685,P05120,PAI2_HUMAN,1BY7; 1JRR; 2ARQ; 2ARR,,SERPINB2,HGNC:8584,Human,DB00013
P11387,DNA topoisomerase 1,TOP1,339806,J03250,P11387,TOP1_HUMAN,1A31; 1A35; 1A36; 1EJ9; 1K4S; 1K4T; 1LPQ; 1NH3; 1R49; 1RR8; 1RRJ; 1SC7; 1SEU; 1T8I; 1TL8,,TOP1,HGNC:11986,Human,DB00762; DB01030; DB04967; DB05630
P29460,Interleukin-12 subunit beta,IL12B,180626,M65272,P29460,IL12B_HUMAN,1F42; 1F45; 3D85; 3D87; 3DUH; 3HMX; 3QWR; 4GRW; 4OE8; 4OG9,,IL12B,HGNC:5970,Human,DB05679
Q9BYF1,Angiotensin-converting enzyme 2,ACE2,9802433,AF291820,Q9BYF1,ACE2_HUMAN,1R42; 1R4L; 1XJP; 2AJF; 3D0G; 3D0H; 3D0I; 3KBH; 3SCI; 3SCJ; 3SCK; 3SCL,,ACE2,HGNC:13557,Human,DB00691
P32418,Sodium/calcium exchanger 1,SLC8A1,180673,M91368,P32418,NAC1_HUMAN,"",,SLC8A1,HGNC:11068,Human,DB00159
P51580,Thiopurine S-methyltransferase,TPMT,386420,S62904,P51580,TPMT_HUMAN,2BZG; 2H11,,TPMT,HGNC:12014,Human,DB01250
P56817,Beta-secretase 1,BACE1,6118539,AF190725,P56817,BACE1_HUMAN,1FKN; 1M4H; 1PY1; 1SGZ; 1TQF; 1UJJ; 1UJK; 1W50; 1W51; 1XN2; 1XN3; 1XS7; 1YM2; 1YM4; 2B8L; 2B8V; 2F3E; 2F3F; 2FDP; 2G94; 2HIZ; 2HM1; 2IQG; 2IRZ; 2IS0; 2NTR; 2OAH; 2OF0; 2OHK; 2OHL; 2OHM; 2OHN; 2OHP; 2OHQ; 2OHR; 2OHS; 2OHT; 2OHU; 2P4J; 2P83; 2P8H; 2PH6; 2PH8; 2Q11; 2Q15; 2QK5; 2QMD; 2QMF; 2QMG; 2QP8; 2QU2; 2QU3; 2QZK; 2QZL; 2VA5; 2VA6; 2VA7; 2VIE; 2VIJ; 2VIY; 2VIZ; 2VJ6; 2VJ7; 2VJ9; 2VKM; 2VNM; 2VNN; 2WEZ; 2WF0; 2WF1; 2WF2; 2WF3; 2WF4; 2WJO; 2XFI; 2XFJ; 2XFK; 2ZDZ; 2ZE1; 2ZHR; 2ZHS; 2ZHT; 2ZHU; 2ZHV; 2ZJH; 2ZJI; 2ZJJ; 2ZJK; 2ZJL; 2ZJM; 2ZJN; 3BRA; 3BUF; 3BUG; 3BUH; 3CIB; 3CIC; 3CID; 3CKP; 3CKR; 3DM6; 3DUY; 3DV1; 3DV5; 3EXO; 3FKT; 3H0B; 3HVG; 3HW1; 3I25; 3IGB; 3IN3; 3IN4; 3IND; 3INE; 3INF; 3INH; 3IVH; 3IVI; 3IXJ; 3IXK; 3K5C; 3K5D; 3K5F; 3K5G; 3KMX; 3KMY; 3KN0; 3KYR; 3L38; 3L3A; 3L58; 3L59; 3L5B; 3L5C; 3L5D; 3L5E; 3L5F; 3LHG; 3LNK; 3LPI; 3LPJ; 3LPK; 3MSJ; 3MSK; 3MSL; 3N4L; 3NSH; 3OHF; 3OHH; 3OOZ; 3PI5; 3QBH; 3QI1; 3R1G; 3R2F; 3RSV; 3RSX; 3RTH; 3RTM; 3RTN; 3RU1; 3RVI; 3S2O; 3S7L; 3S7M; 3SKF; 3SKG; 3TPJ; 3TPL; 3TPP; 3TPR; 3U6A; 3UDH; 3UDJ; 3UDK; 3UDM; 3UDN; 3UDP; 3UDQ; 3UDR; 3UDY; 3UFL; 3UQP; 3UQR; 3UQU; 3UQW; 3UQX; 3VEU; 3VF3; 3VG1; 3VV6; 3VV7; 3VV8; 3WB4; 3WB5; 3ZMG; 3ZOV; 4ACU; 4ACX; 4AZY; 4B00; 4B05; 4B0Q; 4B1C; 4B1D; 4B1E; 4B70; 4B72; 4B77; 4B78; 4BEK; 4BFD; 4D83; 4D85; 4D88; 4D89; 4D8C; 4DH6; 4DI2; 4DJU; 4DJV; 4DJW; 4DJX; 4DJY; 4DPF; 4DPI; 4DUS; 4DV9; 4DVF; 4EWO; 4EXG; 4FCO; 4FGX; 4FM7; 4FM8; 4FRI; 4FRJ; 4FRK; 4FRS; 4FS4; 4FSE; 4FSL; 4GID; 4GMI; 4H1E; 4H3F; 4H3G; 4H3I; 4H3J; 4HA5; 4HZT; 4I0D; 4I0E; 4I0F; 4I0G; 4I0H; 4I0I; 4I0J; 4I0Z; 4I10; 4I11; 4I12; 4I1C; 4IVS; 4IVT; 4J0P; 4J0T; 4J0V; 4J0Y; 4J0Z; 4J17; 4J1C; 4J1E; 4J1F; 4J1H; 4J1I; 4J1K; 4JOO; 4JP9; 4JPC; 4JPE; 4K8S; 4K9H; 4KE0; 4KE1; 4L7G; 4L7H; 4L7J; 4LC7; 4LXA; 4LXK; 4LXM; 4N00; 4PZW; 4PZX; 4R5N; 4R8Y; 4R91; 4R92; 4R93; 4R95; 4RCD; 4RCE; 4RCF; 4RRN; 4RRO; 4RRS; 4TRW; 4TRY; 4TRZ; 4WTU; 4WY1; 4WY6; 4X2L; 4X7I; 4XKX; 4XXS; 4YBI; 4ZPE; 4ZPF; 4ZPG; 4ZSM; 4ZSP; 4ZSQ; 4ZSR; 5CLM,,BACE1,HGNC:933,Human,DB06073; DB12285
Q7L0J3,Synaptic vesicle glycoprotein 2A,SV2A,40788343,AB018279,Q7L0J3,SV2A_HUMAN,4V11,,SV2A,HGNC:20566,Human,DB01202; DB05541; DB05885
P20594,Atrial natriuretic peptide receptor 2,NPR2,5139790,AB005647,P20594,ANPRB_HUMAN,"",,NPR2,HGNC:7944,Human,DB01613
Q9Y275,Tumor necrosis factor ligand superfamily member 13B,TNFSF13B,4761612,AF136293,Q9Y275,TN13B_HUMAN,1JH5; 1KD7; 1KXG; 1OQD; 1OQE; 1OSG; 3V56; 4V46; 4ZCH,,TNFSF13B,HGNC:11929,Human,DB08879
Q16853,Membrane primary amine oxidase,AOC3,1399032,U39447,Q16853,AOC3_HUMAN,1PU4; 1US1; 2C10; 2C11; 2Y73; 2Y74; 3ALA; 4BTW; 4BTX; 4BTY,,AOC3,HGNC:550,Human,DB01275
Q03181,Peroxisome proliferator-activated receptor delta,PPARD,190230,L07592,Q03181,PPARD_HUMAN,1GWX; 1Y0S; 2AWH; 2B50; 2BAW; 2ENV; 2GWX; 2J14; 2Q5G; 2XYJ; 2XYW; 2XYX; 2ZNP; 2ZNQ; 3D5F; 3DY6; 3ET2; 3GWX; 3GZ9; 3OZ0; 3PEQ; 3SP9; 3TKM,,PPARD,HGNC:9235,Human,DB00159; DB00374; DB01393; DB09462
P13945,Beta-3 adrenergic receptor,ADRB3,178896,M29932,P13945,ADRB3_HUMAN,2CDW,,ADRB3,HGNC:288,Human,DB00368; DB01064; DB01363; DB06262; DB08893
P09038,Fibroblast growth factor 2,FGF2,31362,X04431,P09038,FGF2_HUMAN,1BAS; 1BFB; 1BFC; 1BFF; 1BFG; 1BLA; 1BLD; 1CVS; 1EV2; 1FGA; 1FQ9; 1II4; 1IIL; 2BFH; 2FGF; 2M49; 4FGF; 4OEE; 4OEF; 4OEG,,FGF2,HGNC:3676,Human,DB00364; DB00686; DB00877
P03951,Coagulation factor XI,F11,182833,M13142,P03951,FA11_HUMAN,1XX9; 1XXD; 1XXF; 1ZHM; 1ZHP; 1ZHR; 1ZJD; 1ZLR; 1ZMJ; 1ZML; 1ZMN; 1ZOM; 1ZPB; 1ZPC; 1ZPZ; 1ZRK; 1ZSJ; 1ZSK; 1ZSL; 1ZTJ; 1ZTK; 1ZTL; 2F83; 2FDA; 2J8J; 2J8L; 3BG8; 3SOR; 3SOS; 4CR5; 4CR9; 4CRA; 4CRB; 4CRC; 4CRD; 4CRE; 4CRF; 4CRG; 4NA7; 4NA8; 4TY6; 4TY7; 4WXI; 4X6M; 4X6N; 4X6O; 4X6P; 4Y8X; 4Y8Y; 4Y8Z,,F11,HGNC:3529,Human,DB00100; DB06404; DB09228; DB13152
Q8NER1,Transient receptor potential cation channel subfamily V member 1,TRPV1,8977866,AJ277028,Q8NER1,TRPV1_HUMAN,"",,TRPV1,HGNC:12716,Human,DB06774; DB09120
P63316,"Troponin C, slow skeletal and cardiac muscles",TNNC1,37208,X07897,P63316,TNNC1_HUMAN,1AP4; 1IH0; 1J1D; 1J1E; 1LXF; 1MXL; 1OZS; 1SPY; 1WRK; 1WRL; 2JT0; 2JT3; 2JT8; 2JTZ; 2JXL; 2KDH; 2KFX; 2KGB; 2KRD; 2L1R; 2L98; 2MKP; 2MLE; 2MLF; 2MZP; 2N79; 3RV5; 3SD6; 3SWB; 4GJE; 4GJF; 4GJG,,TNNC1,HGNC:11943,Human,DB00922; DB01373
P24385,G1/S-specific cyclin-D1,CCND1,35632,X59798,P24385,CCND1_HUMAN,2W96; 2W99; 2W9F; 2W9Z,,CCND1,HGNC:1582,Human,DB01169
P08183,Multidrug resistance protein 1,ABCB1,307180,M14758,P08183,MDR1_HUMAN,"",,ABCB1,HGNC:40,Human,DB04905
P26951,Interleukin-3 receptor subunit alpha,IL3RA,186331,M74782,P26951,IL3RA_HUMAN,4JZJ,,IL3RA,HGNC:6012,Human,DB00020
P04629,High affinity nerve growth factor receptor,NTRK1,339918,M23102,P04629,NTRK1_HUMAN,1HE7; 1SHC; 1WWA; 1WWW; 2IFG; 4AOJ; 4CRP; 4F0I; 4GT5; 4PMM; 4PMP; 4PMS; 4PMT; 4YNE; 4YPS,,NTRK1,HGNC:8031,Human,DB08896
P05412,Transcription factor AP-1,JUN,386839,J04111,P05412,JUN_HUMAN,1A02; 1FOS; 1JNM; 1JUN; 1S9K; 1T2K,,JUN,HGNC:6204,Human,DB01169
O94956,Solute carrier organic anion transporter family member 2B1,SLCO2B1,5006263,AB026256,O94956,SO2B1_HUMAN,"",,SLCO2B1,HGNC:10962,Human,DB01049
P04275,von Willebrand factor,VWF,37947,X04385,P04275,VWF_HUMAN,1AO3; 1ATZ; 1AUQ; 1FE8; 1FNS; 1IJB; 1IJK; 1M10; 1OAK; 1SQ0; 1U0N; 1UEX; 2ADF; 2MHP; 2MHQ; 3GXB; 3HXO; 3HXQ; 3PPV; 3PPW; 3PPX; 3PPY; 3ZQK; 4C29; 4C2A; 4C2B; 4DMU; 4NT5,,VWF,HGNC:12726,Human,DB00025
Q96RJ0,Trace amine-associated receptor 1,TAAR1,14600074,AF380185,Q96RJ0,TAAR1_HUMAN,"",,TAAR1,HGNC:17734,Human,DB00182; DB01577
P13500,C-C motif chemokine 2,CCL2,307163,M24545,P13500,CCL2_HUMAN,1DOK; 1DOL; 1DOM; 1DON; 1MCA; 1ML0; 2BDN; 2NZ1; 3IFD; 4DN4; 4R8I; 4ZK9,,CCL2,HGNC:10618,Human,DB01055
P01584,Interleukin-1 beta,IL1B,307043,K02770,P01584,IL1B_HUMAN,1HIB; 1I1B; 1IOB; 1ITB; 1L2H; 1S0L; 1T4Q; 1TOO; 1TP0; 1TWE; 1TWM; 21BI; 2I1B; 2KH2; 2NVH; 31BI; 3LTQ; 3O4O; 3POK; 41BI; 4DEP; 4G6J; 4G6M; 4GAF; 4GAI; 4I1B; 5BVP; 5I1B; 6I1B; 7I1B; 9ILB,,IL1B,HGNC:5992,Human,DB05260; DB06168
P27361,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,2ZOQ; 4QTB,,MAPK3,HGNC:6877,Human,DB01169
Q4U2R8,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,"",,hROAT1,HGNC:10970,Human,DB01032
Q92887,Canalicular multispecific organic anion transporter 1,ABCC2,1764162,U63970,Q92887,MRP2_HUMAN,"",,ABCC2,HGNC:53,Human,DB01138
O60733,85/88 kDa calcium-independent phospholipase A2,PLA2G6,3142700,AF064594,O60733,PLPL9_HUMAN,"",,PLA2G6,HGNC:9039,Human,DB01103
Q15111,Inactive phospholipase C-like protein 1,PLCL1,780122,D42108,Q15111,PLCL1_HUMAN,"",,PLCL1,HGNC:9063,Human,DB01103
P05362,Intercellular adhesion molecule 1,ICAM1,758074,X06990,P05362,ICAM1_HUMAN,1D3E; 1D3I; 1D3L; 1IAM; 1IC1; 1IJ4; 1MQ8; 1P53; 1Z7Z; 2OZ4; 3TCX,,ICAM1,HGNC:5344,Human,DB08818
P19838,Nuclear factor NF-kappa-B p105 subunit,NFKB1,189180,M55643,P19838,NFKB1_HUMAN,1MDI; 1MDJ; 1MDK; 1NFI; 1SVC; 2DBF; 2O61; 3GUT,,NFKB1,HGNC:7794,Human,DB01041; DB08814
P00750,Tissue-type plasminogen activator,PLAT,339834,L00153,P00750,TPA_HUMAN,1A5H; 1BDA; 1PK2; 1PML; 1RTF; 1TPG; 1TPK; 1TPM; 1TPN; 5BRR,,PLAT,HGNC:9051,Human,DB00013; DB00513; DB06404; DB09228
P06870,Kallikrein-1,KLK1,186653,M25629,P06870,KLK1_HUMAN,1SPJ,,KLK1,HGNC:6357,Human,DB12598
P11137,Microtubule-associated protein 2,MAP2,409875,U01828,P11137,MTAP2_HUMAN,"",,MAP2,HGNC:6839,Human,DB01196; DB01229; DB01248
O43519,RET proto-oncogene,RET,2795880,AF032124,O43519,O43519_HUMAN,"",,RET,,Human,DB00619
P16070,CD44 antigen,CD44,180197,M24915,P16070,CD44_HUMAN,1POZ; 1UUH; 2I83; 4PZ3; 4PZ4,,CD44,HGNC:1681,Human,DB08818
P08254,Stromelysin-1,MMP3,36633,X05232,P08254,MMP3_HUMAN,1B3D; 1B8Y; 1BIW; 1BM6; 1BQO; 1C3I; 1C8T; 1CAQ; 1CIZ; 1CQR; 1D5J; 1D7X; 1D8F; 1D8M; 1G05; 1G49; 1G4K; 1HFS; 1HY7; 1M1W; 1OO9; 1QIA; 1QIC; 1SLM; 1SLN; 1UEA; 1UMS; 1UMT; 1USN; 2D1O; 2JNP; 2JT5; 2JT6; 2SRT; 2USN; 3OHL; 3OHO; 3USN; 4DPE; 4G9L; 4JA1,,MMP3,HGNC:7173,Human,DB00786
P07900,Heat shock protein HSP 90-alpha,HSP90AA1,32488,X15183,P07900,HS90A_HUMAN,1BYQ; 1OSF; 1UY6; 1UY7; 1UY8; 1UY9; 1UYC; 1UYD; 1UYE; 1UYF; 1UYG; 1UYH; 1UYI; 1UYK; 1UYL; 1YC1; 1YC3; 1YC4; 1YER; 1YES; 1YET; 2BSM; 2BT0; 2BUG; 2BYH; 2BYI; 2BZ5; 2C2L; 2CCS; 2CCT; 2CCU; 2CDD; 2FWY; 2FWZ; 2H55; 2JJC; 2K5B; 2QF6; 2QFO; 2QG0; 2QG2; 2UWD; 2VCI; 2VCJ; 2WI1; 2WI2; 2WI3; 2WI4; 2WI5; 2WI6; 2WI7; 2XAB; 2XDK; 2XDL; 2XDS; 2XDU; 2XDX; 2XHR; 2XHT; 2XHX; 2XJG; 2XJJ; 2XJX; 2XK2; 2YE2; 2YE3; 2YE4; 2YE5; 2YE6; 2YE7; 2YE8; 2YE9; 2YEA; 2YEB; 2YEC; 2YED; 2YEE; 2YEF; 2YEG; 2YEH; 2YEI; 2YEJ; 2YI0; 2YI5; 2YI6; 2YI7; 2YJW; 2YJX; 2YK2; 2YK9; 2YKB; 2YKC; 2YKE; 2YKI; 2YKJ; 3B24; 3B25; 3B26; 3B27; 3B28; 3BM9; 3BMY; 3D0B; 3EKO; 3EKR; 3FT5; 3FT8; 3HEK; 3HHU; 3HYY; 3HYZ; 3HZ1; 3HZ5; 3INW; 3INX; 3K97; 3K98; 3K99; 3MNR; 3O0I; 3OW6; 3OWB; 3OWD; 3Q6M; 3Q6N; 3QDD; 3QTF; 3R4M; 3R4N; 3R4O; 3R4P; 3R91; 3R92; 3RKZ; 3RLP; 3RLQ; 3RLR; 3T0H; 3T0Z; 3T10; 3T1K; 3T2S; 3TUH; 3VHA; 3VHC; 3VHD; 3WHA; 3WQ9; 4AIF; 4AWO; 4AWP; 4AWQ; 4B7P; 4BQJ; 4CGQ; 4CGU; 4CGV; 4CGW; 4CWF; 4CWN; 4CWO; 4CWP; 4CWQ; 4CWR; 4CWS; 4CWT; 4EEH; 4EFT; 4EFU; 4EGH; 4EGI; 4EGK; 4FCP; 4FCQ; 4FCR; 4HY6; 4JQL; 4L8Z; 4L90; 4L91; 4L93; 4L94; 4LWE; 4LWF; 4LWG; 4LWH; 4LWI; 4NH7; 4NH8; 4O04; 4O05; 4O07; 4O09; 4O0B; 4R3M; 4U93; 4W7T; 4XIP; 4XIQ; 4XIR; 4XIT,,HSP90AA1,HGNC:5253,Human,DB12442
O75762,Transient receptor potential cation channel subfamily A member 1,TRPA1,3287188,Y10601,O75762,TRPA1_HUMAN,3J9P,,TRPA1,HGNC:497,Human,DB00825
Q14500,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,KCJ12_HUMAN,"",,KCNJ12,HGNC:6258,Human,DB00204
P17252,Protein kinase C alpha type,PRKCA,35483,X52479,P17252,KPCA_HUMAN,2ELI; 3IW4; 4DNL; 4RA4,,PRKCA,HGNC:9393,Human,DB06595
P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,347120,L20965,P27815,PDE4A_HUMAN,2QYK; 3I8V; 3TVX,,PDE4A,HGNC:8780,Human,DB00277; DB00651; DB00806; DB00824; DB00975; DB01303; DB05266; DB05676; DB06751
Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,"",,SCN9A,HGNC:10597,Human,DB00281; DB00909
P16444,Dipeptidase 1,DPEP1,219600,D13137,P16444,DPEP1_HUMAN,1ITQ; 1ITU,,DPEP1,HGNC:3002,Human,DB01597
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,2599558,AF029684,O14920,IKKB_HUMAN,3BRT; 3BRV; 4E3C; 4KIK,,IKBKB,HGNC:5960,Human,DB00995; DB01169
P05106,Integrin beta-3,ITGB3,306786,J02703,P05106,ITB3_HUMAN,1JV2; 1KUP; 1KUZ; 1L5G; 1M1X; 1M8O; 1MIZ; 1MK7; 1MK9; 1RN0; 1S4X; 1TYE; 1U8C; 2INI; 2K9J; 2KNC; 2KV9; 2L1C; 2L91; 2LJD; 2LJE; 2LJF; 2MTP; 2Q6W; 2RMZ; 2RN0; 2VC2; 2VDK; 2VDL; 2VDM; 2VDN; 2VDO; 2VDP; 2VDQ; 2VDR; 3FCS; 3FCU; 3IJE; 3NID; 3NIF; 3NIG; 3T3M; 3T3P; 3ZDX; 3ZDY; 3ZDZ; 3ZE0; 3ZE1; 3ZE2; 4CAK; 4G1E; 4G1M; 4MMX; 4MMY; 4MMZ; 4O02,,ITGB3,HGNC:6156,Human,DB00054; DB00063; DB00098; DB00775
P98170,E3 ubiquitin-protein ligase XIAP,XIAP,1184320,U45880,P98170,XIAP_HUMAN,1C9Q; 1F9X; 1G3F; 1G73; 1I3O; 1I4O; 1I51; 1KMC; 1NW9; 1TFQ; 1TFT; 2ECG; 2JK7; 2KNA; 2OPY; 2OPZ; 2POI; 2POP; 2QRA; 2VSL; 3CLX; 3CM2; 3CM7; 3EYL; 3G76; 3HL5; 3UW4; 3UW5; 4EC4; 4HY0; 4IC2; 4IC3; 4J3Y; 4J44; 4J45; 4J46; 4J47; 4J48; 4KJU; 4KJV; 4KMP; 4MTZ; 4OXC; 4WVS; 4WVT; 4WVU; 5C0K; 5C0L; 5C3H; 5C3K; 5C7A; 5C7B; 5C7C; 5C7D; 5C83; 5C84,,BIRC4,HGNC:592,Human,DB04209
P32239,Gastrin/cholecystokinin type B receptor,CCKBR,306489,L08112,P32239,GASR_HUMAN,1L4T,,CCKBR,HGNC:1571,Human,DB00183
O60603,Toll-like receptor 2,TLR2,3132528,AF051152,O60603,TLR2_HUMAN,1FYW; 1FYX; 1O77; 2Z7X; 2Z80,,TLR2,HGNC:11848,Human,DB00045; DB11601
P78559,Microtubule-associated protein 1A,MAP1A,1790878,U38291,P78559,MAP1A_HUMAN,"",,MAP1A,HGNC:6835,Human,DB01196
Q9NR96,Toll-like receptor 9,TLR9,8099652,AF259262,Q9NR96,TLR9_HUMAN,"",,TLR9,HGNC:15633,Human,DB01611
P14410,"Sucrase-isomaltase, intestinal",SI,36645,X63597,P14410,SUIS_HUMAN,3LPO; 3LPP,,SI,HGNC:10856,Human,DB00284
P13726,Tissue factor,F3,339504,M16553,P13726,TF_HUMAN,1AHW; 1BOY; 1DAN; 1FAK; 1J9C; 1JPS; 1NL8; 1O5D; 1TFH; 1UJ3; 1W0Y; 1W2K; 1WQV; 1WSS; 1WTG; 1WUN; 1WV7; 1Z6J; 2A2Q; 2AEI; 2AER; 2B7D; 2B8O; 2C4F; 2CEF; 2CEH; 2CEZ; 2CFJ; 2EC9; 2F9B; 2FIR; 2FLB; 2FLR; 2HFT; 2PUQ; 2ZP0; 2ZWL; 2ZZU; 3ELA; 3TH2; 3TH3; 3TH4; 4IBL; 4M7L,,F3,HGNC:3541,Human,DB13150
P02751,Fibronectin,FN1,12053817,AJ276395,P02751,FINC_HUMAN,1E88; 1E8B; 1FBR; 1FNA; 1FNF; 1FNH; 1J8K; 1O9A; 1OWW; 1Q38; 1QGB; 1QO6; 1TTF; 1TTG; 2CG6; 2CG7; 2CK2; 2CKU; 2EC3; 2FN2; 2FNB; 2GEE; 2H41; 2H45; 2HA1; 2N1K; 2OCF; 2RKY; 2RKZ; 2RL0; 3CAL; 3EJH; 3GXE; 3M7P; 3MQL; 3R8Q; 3T1W; 3ZRZ; 4GH7; 4JE4; 4JEG; 4LXO; 4MMX; 4MMY; 4MMZ; 4PZ5,,FN1,HGNC:3778,Human,DB08888
P22894,Neutrophil collagenase,MMP8,180618,J05556,P22894,MMP8_HUMAN,1A85; 1A86; 1BZS; 1I73; 1I76; 1JAN; 1JAO; 1JAP; 1JAQ; 1JH1; 1JJ9; 1KBC; 1MMB; 1MNC; 1ZP5; 1ZS0; 1ZVX; 2OY2; 2OY4; 3DNG; 3DPE; 3DPF; 3TT4; 4QKZ,,MMP8,HGNC:7175,Human,DB00786
P14735,Insulin-degrading enzyme,IDE,184556,M21188,P14735,IDE_HUMAN,2G47; 2G48; 2G49; 2G54; 2G56; 2JBU; 2JG4; 2WBY; 2WC0; 2WK3; 2YPU; 3CWW; 3E4A; 3E4Z; 3E50; 3H44; 3HGZ; 3N56; 3N57; 3OFI; 3QZ2; 4DTT; 4DWK; 4GS8; 4GSC; 4GSF; 4IFH; 4IOF; 4LTE; 4M1C; 4NXO; 4PES; 4PF7; 4PF9; 4PFC; 4Q5Z; 4QIA; 4RAL; 4RE9,,IDE,HGNC:5381,Human,DB00626
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,TRPM8,20147036,AY090109,Q7Z2W7,TRPM8_HUMAN,"",,TRPM8,HGNC:17961,Human,DB00825
P41594,Metabotropic glutamate receptor 5,GRM5,1408052,D28538,P41594,GRM5_HUMAN,3LMK; 4OO9; 5CGC; 5CGD,,GRM5,HGNC:4597,Human,DB00659
P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,180332,M28668,P13569,CFTR_HUMAN,1NBD; 1XMI; 1XMJ; 2BBO; 2BBS; 2BBT; 2LOB; 2PZE; 2PZF; 2PZG; 3GD7; 3ISW,,CFTR,HGNC:1884,Human,DB04941; DB08820; DB09280
P39900,Macrophage metalloelastase,MMP12,435970,L23808,P39900,MMP12_HUMAN,1JIZ; 1JK3; 1OS2; 1OS9; 1RMZ; 1ROS; 1UTT; 1UTZ; 1Y93; 1YCM; 1Z3J; 2HU6; 2JXY; 2K2G; 2K9C; 2KRJ; 2MLR; 2MLS; 2OXU; 2OXW; 2OXZ; 2POJ; 2W0D; 2WO8; 2WO9; 2WOA; 2Z2D; 3BA0; 3EHX; 3EHY; 3F15; 3F16; 3F17; 3F18; 3F19; 3F1A; 3LIK; 3LIL; 3LIR; 3LJG; 3LK8; 3LKA; 3N2U; 3N2V; 3NX7; 3RTS; 3RTT; 3TS4; 3TSK; 3UVC; 4EFS; 4GQL; 4GR0; 4GR3; 4GR8; 4GUY; 4H30; 4H49; 4H76; 4H84; 4I03; 4IJO,,MMP12,HGNC:7158,Human,DB00786
